epoch,train_loss,val_loss
1,40.0119,40.4786
2,39.6571,40.1612
3,39.3882,40.0011
4,39.2829,39.9846
5,39.1091,39.9524
6,39.1140,39.9904
7,38.9841,39.9327
8,38.9094,39.9161
9,38.8345,39.9074
10,38.8118,39.9225
11,38.7283,39.8988
12,38.6871,39.9479
13,38.6124,39.8688
14,38.5228,39.9641
15,38.4169,39.9038
16,38.3592,39.9223
17,38.3882,39.9168
18,38.3548,39.9252
19,38.2427,39.9286
20,38.2223,39.9387
21,38.1188,39.9238
22,38.1844,39.9579
23,38.0832,39.9911
24,38.0592,39.9246
25,38.0237,39.9141
26,37.9448,39.8998
27,37.8899,39.9465
28,37.9033,39.9492
29,37.8698,39.9337
30,37.8075,39.9469
31,37.6902,39.9430
32,37.7656,39.9090
33,37.7077,39.9587
34,37.6366,39.9238
35,37.5500,39.9520
36,37.6394,39.9189
37,37.4249,39.9480
38,37.5121,39.8953
39,37.3542,39.9374
40,37.2744,39.9222
41,37.4093,39.9167
42,37.2996,39.9554
43,37.1682,40.0020
44,37.1711,39.9689
45,37.1222,39.8859
46,37.3250,40.0092
47,37.1195,39.9138
48,36.9440,39.9475
49,37.0841,39.9225
50,37.0358,39.9729
51,36.9980,39.9523
52,36.8439,39.9685
53,36.8627,39.9319
54,36.7272,39.9260
55,36.6395,39.8945
56,36.9100,39.8983
57,36.6990,39.9224
58,36.7064,39.9027
59,36.5463,39.8928
60,36.6394,39.8913
61,36.4762,39.8967
62,36.4808,39.8720
63,36.4099,39.7909
64,36.4959,39.8389
65,36.3062,39.8958
66,36.5267,39.7858
67,36.4311,39.7887
68,36.3100,39.8001
69,36.1771,39.7774
70,36.1175,39.7921
71,36.0746,39.8362
72,35.8988,39.8568
73,36.1909,39.8137
74,36.1057,39.8675
75,35.8725,39.8785
76,35.9958,39.8197
77,36.0013,39.8686
78,36.0568,39.9007
79,35.7765,39.8733
80,36.0005,39.9162
81,35.8876,39.8490
82,35.9479,39.8963
83,35.8125,39.8668
84,35.8681,39.9380
85,35.6830,39.9144
86,35.6620,39.8180
87,35.8260,39.8719
88,35.6559,39.9158
89,35.5133,39.9576
90,35.5869,39.8675
91,35.5544,39.9801
92,35.4335,39.8403
93,35.4477,39.8235
94,35.4594,39.7904
95,35.4653,39.8992
96,35.5993,39.9425
97,35.4329,40.0797
98,35.3102,39.7953
99,35.3566,39.9676
100,35.3769,39.8360
101,35.2156,39.7577
102,35.3537,39.8555
103,35.1973,39.8460
104,35.2685,39.8637
105,35.1940,39.8754
106,35.1540,39.8935
107,35.0496,39.9879
108,34.9824,39.9082
109,34.9592,39.8850
110,35.1011,39.8556
111,35.2610,39.9277
112,35.2485,39.8802
113,34.9702,39.8942
114,34.8885,39.9059
115,35.0475,39.8458
116,35.0471,39.9170
117,35.0462,39.8928
118,34.8158,39.9467
119,34.6530,39.9543
120,34.8590,40.0758
121,34.7473,39.8057
122,34.8605,39.9126
123,34.8832,39.9489
124,34.7238,40.0675
125,34.7956,39.9442
126,34.7138,39.8294
127,34.6845,39.8666
128,34.6943,39.9439
129,34.3987,39.8529
130,34.6576,39.9122
131,34.7616,39.8074
132,34.6301,40.0821
133,34.4151,39.8497
134,34.5157,39.7999
135,34.4762,39.8731
136,34.4874,39.8404
137,34.5383,40.0034
138,34.4645,39.9766
139,34.4720,40.0439
140,34.2447,39.8106
141,34.3912,39.9451
142,34.2798,39.8883
143,34.2518,39.8980
144,34.3226,40.0223
145,34.2661,39.9448
146,34.1776,40.0232
147,34.3603,40.0212
148,34.3335,39.9657
149,34.1321,40.0963
150,34.1727,39.8282
151,34.0753,39.8924
