epoch,train_loss,val_loss
1,0.1531,0.1253
2,0.1097,0.0884
3,0.0952,0.0778
4,0.0940,0.0762
5,0.0917,0.0759
6,0.0917,0.0758
7,0.0916,0.0758
8,0.0930,0.0758
9,0.0930,0.0759
10,0.0917,0.0759
11,0.0964,0.0760
12,0.0913,0.0761
13,0.0979,0.0762
14,0.0948,0.0763
15,0.0936,0.0764
16,0.0917,0.0764
17,0.0959,0.0764
18,0.0954,0.0764
19,0.0949,0.0764
20,0.0928,0.0764
21,0.0932,0.0764
22,0.0944,0.0764
23,0.0952,0.0764
24,0.0930,0.0763
25,0.0951,0.0763
26,0.0939,0.0762
27,0.0922,0.0762
28,0.0930,0.0762
29,0.0942,0.0762
30,0.0934,0.0762
31,0.0913,0.0761
32,0.0922,0.0760
33,0.0924,0.0759
34,0.0937,0.0759
35,0.0942,0.0758
36,0.0908,0.0758
37,0.0919,0.0758
38,0.0951,0.0758
39,0.0890,0.0758
40,0.0903,0.0757
41,0.0908,0.0756
42,0.0934,0.0755
43,0.0922,0.0755
44,0.0917,0.0754
45,0.0937,0.0754
46,0.0914,0.0753
47,0.0915,0.0752
48,0.0934,0.0750
49,0.0893,0.0750
50,0.0888,0.0748
51,0.0888,0.0748
52,0.0919,0.0749
53,0.0945,0.0750
54,0.0917,0.0750
55,0.0927,0.0747
56,0.0892,0.0744
57,0.0888,0.0744
58,0.0930,0.0745
59,0.0880,0.0745
60,0.0918,0.0745
61,0.0893,0.0741
62,0.0897,0.0738
63,0.0915,0.0738
64,0.0929,0.0742
65,0.0899,0.0748
66,0.0884,0.0738
67,0.0895,0.0733
68,0.0879,0.0731
69,0.0887,0.0733
70,0.0868,0.0735
71,0.0866,0.0730
72,0.0856,0.0726
73,0.0890,0.0725
74,0.0877,0.0725
75,0.0887,0.0724
76,0.0883,0.0721
77,0.0855,0.0720
78,0.0875,0.0718
79,0.0915,0.0719
80,0.0878,0.0720
81,0.0900,0.0718
82,0.0894,0.0717
83,0.0872,0.0713
84,0.0857,0.0711
85,0.0868,0.0713
86,0.0881,0.0713
87,0.0885,0.0709
88,0.0842,0.0707
89,0.0875,0.0706
90,0.0890,0.0707
91,0.0905,0.0704
92,0.0867,0.0702
93,0.0862,0.0701
94,0.0873,0.0699
95,0.0863,0.0698
96,0.0866,0.0698
97,0.0882,0.0701
98,0.0854,0.0699
99,0.0845,0.0695
100,0.0836,0.0693
101,0.0847,0.0693
102,0.0838,0.0692
103,0.0846,0.0691
104,0.0874,0.0689
105,0.0836,0.0688
106,0.0858,0.0688
107,0.0854,0.0688
108,0.0838,0.0686
109,0.0864,0.0685
110,0.0839,0.0684
111,0.0820,0.0684
112,0.0820,0.0683
113,0.0855,0.0682
114,0.0843,0.0681
115,0.0866,0.0681
116,0.0857,0.0680
117,0.0828,0.0679
118,0.0830,0.0679
119,0.0832,0.0679
120,0.0836,0.0678
121,0.0858,0.0677
122,0.0851,0.0676
123,0.0886,0.0676
124,0.0827,0.0675
125,0.0828,0.0675
126,0.0844,0.0674
127,0.0849,0.0673
128,0.0817,0.0673
129,0.0864,0.0672
130,0.0849,0.0671
131,0.0829,0.0671
132,0.0827,0.0670
133,0.0834,0.0670
134,0.0820,0.0670
135,0.0839,0.0669
136,0.0814,0.0669
137,0.0841,0.0668
138,0.0847,0.0668
139,0.0826,0.0667
140,0.0839,0.0666
141,0.0835,0.0666
142,0.0861,0.0666
143,0.0840,0.0665
144,0.0823,0.0664
145,0.0857,0.0664
146,0.0836,0.0664
147,0.0847,0.0664
148,0.0823,0.0664
149,0.0816,0.0663
150,0.0834,0.0662
151,0.0847,0.0661
152,0.0804,0.0661
153,0.0856,0.0661
154,0.0820,0.0660
155,0.0817,0.0660
156,0.0777,0.0661
157,0.0815,0.0659
158,0.0841,0.0659
159,0.0827,0.0659
160,0.0824,0.0658
161,0.0866,0.0658
162,0.0816,0.0657
163,0.0813,0.0657
164,0.0799,0.0656
165,0.0846,0.0656
166,0.0846,0.0655
167,0.0828,0.0655
168,0.0811,0.0655
169,0.0844,0.0654
170,0.0819,0.0654
171,0.0846,0.0654
172,0.0820,0.0655
173,0.0832,0.0654
174,0.0854,0.0653
175,0.0832,0.0652
176,0.0825,0.0653
177,0.0841,0.0652
178,0.0815,0.0652
179,0.0833,0.0651
180,0.0834,0.0653
181,0.0826,0.0653
182,0.0817,0.0652
183,0.0867,0.0651
184,0.0818,0.0650
185,0.0866,0.0649
186,0.0817,0.0649
187,0.0833,0.0649
188,0.0826,0.0649
189,0.0836,0.0649
190,0.0810,0.0648
191,0.0824,0.0649
192,0.0813,0.0648
193,0.0799,0.0647
194,0.0836,0.0647
195,0.0837,0.0647
196,0.0834,0.0647
197,0.0827,0.0648
198,0.0821,0.0647
199,0.0791,0.0646
200,0.0817,0.0645
201,0.0824,0.0648
202,0.0824,0.0650
203,0.0827,0.0647
204,0.0823,0.0645
205,0.0826,0.0644
206,0.0815,0.0645
207,0.0853,0.0644
208,0.0803,0.0645
209,0.0814,0.0646
210,0.0851,0.0646
211,0.0799,0.0644
212,0.0837,0.0645
213,0.0807,0.0644
214,0.0823,0.0643
215,0.0816,0.0643
216,0.0817,0.0642
217,0.0781,0.0642
218,0.0801,0.0641
219,0.0851,0.0642
220,0.0802,0.0644
221,0.0847,0.0643
222,0.0806,0.0641
223,0.0817,0.0640
224,0.0838,0.0640
225,0.0826,0.0641
226,0.0829,0.0640
227,0.0860,0.0640
228,0.0824,0.0639
229,0.0839,0.0639
230,0.0833,0.0640
231,0.0817,0.0641
232,0.0842,0.0639
233,0.0832,0.0638
234,0.0823,0.0638
235,0.0812,0.0638
236,0.0808,0.0639
237,0.0829,0.0638
238,0.0822,0.0639
239,0.0833,0.0639
240,0.0799,0.0637
241,0.0842,0.0636
242,0.0798,0.0636
243,0.0807,0.0638
244,0.0808,0.0639
245,0.0807,0.0636
246,0.0813,0.0635
247,0.0818,0.0637
248,0.0830,0.0638
249,0.0833,0.0638
250,0.0811,0.0638
251,0.0847,0.0638
252,0.0817,0.0637
253,0.0813,0.0634
254,0.0805,0.0634
255,0.0807,0.0634
256,0.0818,0.0635
257,0.0793,0.0637
258,0.0809,0.0635
259,0.0817,0.0634
260,0.0828,0.0633
261,0.0830,0.0633
262,0.0816,0.0635
263,0.0800,0.0634
264,0.0839,0.0635
265,0.0816,0.0634
266,0.0831,0.0632
267,0.0819,0.0632
268,0.0840,0.0633
269,0.0804,0.0638
270,0.0833,0.0635
271,0.0810,0.0633
272,0.0780,0.0631
273,0.0810,0.0632
274,0.0807,0.0633
275,0.0798,0.0631
276,0.0807,0.0631
277,0.0813,0.0634
278,0.0820,0.0634
279,0.0823,0.0631
280,0.0833,0.0630
281,0.0797,0.0632
282,0.0789,0.0633
283,0.0824,0.0630
284,0.0805,0.0629
285,0.0817,0.0630
286,0.0791,0.0634
287,0.0803,0.0634
288,0.0813,0.0632
289,0.0777,0.0629
290,0.0830,0.0628
291,0.0825,0.0629
292,0.0818,0.0628
293,0.0820,0.0634
294,0.0809,0.0634
295,0.0847,0.0631
296,0.0791,0.0628
297,0.0829,0.0627
298,0.0841,0.0628
299,0.0792,0.0629
300,0.0792,0.0629
301,0.0825,0.0629
302,0.0797,0.0628
303,0.0800,0.0627
304,0.0784,0.0627
305,0.0810,0.0628
306,0.0814,0.0630
307,0.0836,0.0630
308,0.0822,0.0627
309,0.0813,0.0626
310,0.0775,0.0626
311,0.0808,0.0627
312,0.0828,0.0628
313,0.0812,0.0626
314,0.0811,0.0626
315,0.0813,0.0627
316,0.0804,0.0627
317,0.0811,0.0627
318,0.0822,0.0630
319,0.0838,0.0628
320,0.0809,0.0627
321,0.0800,0.0626
322,0.0805,0.0626
323,0.0781,0.0625
324,0.0814,0.0626
325,0.0810,0.0626
326,0.0831,0.0625
327,0.0810,0.0624
328,0.0823,0.0624
329,0.0804,0.0624
