epoch,train_loss,val_loss
1,40.1171,40.0038
2,39.9858,39.9532
3,39.9547,39.9180
4,39.9180,39.9402
5,39.8836,40.0364
6,39.8994,40.0529
7,39.8901,40.0248
8,39.8797,40.0162
9,39.8675,39.9683
10,39.8366,39.8688
11,39.8635,39.9840
12,39.8871,39.9155
13,39.8397,40.0125
14,39.7993,39.9680
15,39.7912,39.9779
16,39.8443,39.8498
17,39.8442,39.9930
18,39.7909,40.0690
19,39.8506,39.7954
20,39.7587,39.7823
21,39.7629,39.9595
22,39.7544,39.9238
23,39.7319,40.0164
24,39.8415,39.8480
25,39.7270,39.9561
26,39.7452,39.9855
27,39.7670,39.9915
28,39.7972,39.9070
29,39.7452,39.9189
30,39.7672,40.0505
31,39.7624,39.8651
32,39.6901,39.9556
33,39.7099,39.9393
34,39.7361,39.8601
35,39.7928,39.9852
36,39.7566,40.0069
37,39.7890,39.8993
38,39.7251,39.9264
39,39.7459,40.0882
40,39.7871,39.8623
41,39.7586,39.9687
42,39.7759,39.9169
43,39.7415,39.9805
44,39.7420,39.9716
45,39.7162,39.9128
46,39.7191,40.0081
47,39.7138,39.9511
48,39.7177,40.0633
49,39.7314,40.1138
50,39.7179,40.0664
51,39.7650,40.0600
52,39.6453,40.0217
53,39.6962,40.0999
54,39.6805,39.9635
55,39.6995,39.9681
56,39.7143,40.0132
57,39.7125,40.0712
58,39.6376,40.1069
59,39.7449,40.0342
60,39.7264,39.9820
61,39.7155,40.1630
62,39.7085,40.0189
63,39.6681,39.9372
64,39.7140,40.1187
65,39.6810,40.0232
66,39.6923,39.9705
67,39.6350,40.0563
68,39.6840,40.0285
69,39.6661,40.0493
70,39.7173,40.0516
